codigo,nome,turma,docente,horario,qnt_vagas,local,departamento_id
FGA0194,FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA,01,FABIO CORDEIRO DE LISBOA ,46T23 ,25,FCTE - S7,673
FGA0198,FGA0198 - PROJETO COM CIRCUITOS RECONFIGURAVEIS,01,DANIEL MAURICIO MUNOZ ARBOLEDA ,35M12 ,15,FCTE - LAB SS,673
FGA0204,FGA0204 - DINÂMICA DOS FLUÍDOS,01,RAFAEL CASTILHO FARIA MENDES ,26M34 4M3 ,25,FCTE - S8 / I3 / LAB TERMOFLUIDOS,673
FGA0204,FGA0204 - DINÂMICA DOS FLUÍDOS,02,RAFAEL CASTILHO FARIA MENDES ,26M34 4M4 ,25,FCTE - S8 / I3 / LAB TERMOFLUIDOS,673
FGA0208,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,01,MILENE SERRANO ,26M12 ,60,FCTE - S4,673
FGA0208,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,02,MILENE SERRANO ,26M34 ,60,FCTE - S7,673
FGA0210,FGA0210 - PARADIGMAS DE PROGRAMAÇÃO,01,EDSON ALVES DA COSTA JUNIOR ,35T45 ,80,FCTE - S4,673
FGA0210,FGA0210 - PARADIGMAS DE PROGRAMAÇÃO,02,FABIO MACEDO MENDES ,46T23 ,80,FCTE - I10,673
FGA0211,FGA0211 - FUNDAMENTOS DE REDES DE COMPUTADORES,01,FERNANDO WILLIAM CRUZ ,24T23 ,60,FCTE - S10 / MOCAP,673
FGA0214,FGA0214 - TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,02,SANDRA MARIA DA LUZ ,6M1234 ,15,FCTE - LDTEA 303 (Análise Térmica de Materiais),673
FGA0214,FGA0214 - TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,03,RHANDER VIANA ,35T45 ,4,FCTE - LAB FAB (NOÇÕES PRÁTICAS FABRICAÇÃO MECÂN.),673
FGA0219,FGA0219 - PROCESSAMENTO DE SINAIS,01,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES ,46M12 Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50,45,FCTE - I1,673
FGA0221,FGA0221 - INTELIGÊNCIA ARTIFICIAL,01,FABIANO ARAUJO SOARES ,35T45 ,45,FCTE - S7,673
FGA0222,FGA0222 - INSTRUMENTAÇÃO BIOMÉDICA 1,01,EULER DE VILHENA GARCIA ,35M34 ,20,FCTE - LAB ELET,673
FGA0226,FGA0226 - ELETRÔNICA VEICULAR,01,EVANDRO LEONARDO SILVA TEIXEIRA ,35M34 ,16,FCTE - LDTEA 303,673
FGA0228,FGA0228 - PROJETO DE SISTEMAS AUTOMOTIVOS,01,CARLA TATIANA MOTA ANFLOR ,24M12 ,45,FCTE - S5,673
FGA0229,FGA0229 - ANÁLISE ESTRUTURAL MÉTODO DOS ELEMENTOS FINITOS,01,MAURA ANGELICA MILFONT SHZU ,35M12 ,40,FCTE - S8,673
FGA0230,FGA0230 - DINÂMICA DE VEÍCULOS,01,SUZANA MOREIRA AVILA ,35M12 ,30,FCTE - I8,673
FGA0232,FGA0232 - INTEGRAÇÃO E TESTES,01,HENRIQUE GOMES DE MOURA ,24M34 ,45,FCTE - MULTIUSO / S7,673
FGA0233,FGA0233 - SENSORES E TRANSDUTORES,01,ALESSANDRO BORGES DE SOUSA OLIVEIRA ,35M34 ,12,FCTE - LAB SHP,673
FGA0235,FGA0235 - TÓPICOS ESPECIAIS 1 EM ENGENHARIA DE ENERGIA,01,RUDI HENRI VAN ELS ,24N12 ,10,FCTE - MOCAP,673
FGA0236,FGA0236 - BIORREFINARIAS,01,MARIA DEL PILAR HIDALGO FALLA ,35T23 ,15,FCTE - I5,673
FGA0242,FGA0242 - TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES,01,ANDRE LUIZ PERON MARTINS LANNA ,24T45 ,60,FCTE - S10,673
FGA0244,FGA0244 - PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS,01,DANIEL SUNDFELD LIMA ,46M34 ,60,FCTE - S10,673
FGA0244,FGA0244 - PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS,02,FERNANDO WILLIAM CRUZ ,24M5 24T1 ,60,FCTE - I10,673
FGA0252,FGA0252 - SISTEMAS HIDROELÉTRICOS,01,RUDI HENRI VAN ELS ,46M12 2T4 ,25,FCTE - TERMODINÂMICA / LAB TERMOFLUIDOS,673
FGA0254,FGA0254 - CIÊNCIAS AEROESPACIAIS,01,GABRIELA CUNHA POSSA ,35M34 ,48,FCTE - S5,673
FGA0254,FGA0254 - CIÊNCIAS AEROESPACIAIS,02,GABRIELA CUNHA POSSA ,35T23 ,30,FCTE - I3,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,01,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES ,46T23 ,35,FCTE - S5,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,02,FABIANO ARAUJO SOARES ,35T6 35N1 ,60,FCTE - S7,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,03,GUILLERMO ALVAREZ BESTARD ,24T6 24N1 ,20,FCTE - LAB SS,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,04,MARCUS VINICIUS BATISTUTA ,35M34 ,20,FCTE - LAB TERMO SUP,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,05,HENRIQUE GOMES DE MOURA ,6M5 4T23 6T1 ,20,FCTE - S8 / I7,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,06,MARCUS VINICIUS CHAFFIM COSTA ,46M34 ,20,FCTE - I7,673
FGA0261,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,07,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU ,46M5 46T1 ,20,FCTE - S5,673
FGA0262,FGA0262 - TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,01,LOANA NUNES VELASCO ,2M34 4M345 ,40,FCTE - I5 / S2 / LAB ELET,673
FGA0265,FGA0265 - ECONOMIA DE ENERGIA,01,PAULA MEYER SOARES ,35M12 ,45,FCTE - S5,673
FGA0266,FGA0266 - ACÚSTICA E VIBRAÇÕES VEICULARES,01,MARIA ALZIRA DE ARAUJO NUNES ,46M34 ,15,FCTE - MULTIUSO,673
FGA0267,FGA0267 - PROJETO DE ESTRUTURAS DE VEICULOS,01,HENRIQUE GOMES DE MOURA ,24M5 24T1 ,60,FCTE - I3,673
FGA0270,FGA0270 - SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,01,BRUNO LUIZ PEREIRA ,24M34 ,10,FCTE - LAB SHP,673
FGA0273,FGA0273 - MELHORIA DE PROCESSOS DE SOFTWARE,01,CRISTIANE SOARES RAMOS ,24M12 ,15,FCTE - Multiuso,673
FGA0274,FGA0274 - PRODUTIVIDADE E PROFISSIONALISMO EM ENGENHARIA DE SOFTWARE,01,WANDER CLEBER MARIA PEREIRA DA SILVA ,35M34 ,20,FCTE - I5,673
FGA0280,FGA0280 - PROJETO DE CIRCUITOS ELETRÔNICOS INTEGRADOS 2,01,SANDRO AUGUSTO PAVLIK HADDAD ,35T23 ,20,FCTE - LAB SS / LDTEA3,673
FGA0282,FGA0282 - FUNDAMENTOS DO PROJETO DE AERONAVES,01,POLLIANA CANDIDA OLIVEIRA MARTINS ,46M12 ,20,FCTE - S8 / S7,673
FGA0284,FGA0284 - ENGENHARIA DE MANUTENÇÃO,01,FABIO CORDEIRO DE LISBOA ,46T45 ,20,FCTE - I7,673
FGA0285,FGA0285 - INTRODUÇÃO À MECÂNICA DA FRATURA,01,CARLA TATIANA MOTA ANFLOR ,24M34 ,30,FCTE - LDTEA 303,673
FGA0286,FGA0286 - FUNDAMENTOS DO MÉTODO DOS ELEMENTOS FINITOS,01,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR ,6M345 6T1 ,30,FCTE - I1,673
FGA0291,FGA0291 - MECÂNICA DE ESTRUTURAS AERONÁUTICAS,01,ARTEM ANDRIANOV ,35M34 ,25,FCTE - I4,673
FGA0299,FGA0299 - SISTEMAS BIOINSPIRADOS APLICADOS A ENGENHARIA,01,DANIEL MAURICIO MUNOZ ARBOLEDA ,6T2345 ,20,FCTE - I9/I6,673
FGA0301,FGA0301 - INSTALAÇÕES ELÉTRICAS EM SISTEMAS DE ENERGIA,01,ALEX REIS ,46M34 ,25,FCTE - A DESIGNAR,673
FGA0303,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,01,DIOGO CAETANO GARCIA ,24T45 ,35,FCTE - I1,673
FGA0303,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,02,JULIANA PETROCCHI RODRIGUES ,24T45 ,35,FCTE - S2,673
FGA0303,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,03,HILMER RODRIGUES NERI ,24T45 ,45,FCTE - I4,673
FGA0303,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,04,LUI TXAI CALVOSO HABL ,24T45 ,35,FCTE - S2 / S5,673
FGA0303,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,05,BRUNO LUIZ PEREIRA ,24T45 ,35,FCTE - S2 / S6,673
FGA0304,FGA0304 - PROJETO INTEGRADOR DE ENGENHARIA 2,01,SANDRO AUGUSTO PAVLIK HADDAD ,4T45 6T2345 ,35,FCTE - S1 / AUDITÓRIO,673
FGA0304,FGA0304 - PROJETO INTEGRADOR DE ENGENHARIA 2,02,RICARDO MATOS CHAIM ,4T45 6T2345 ,35,FCTE - S1 / AUDITÓRIO,673
FGA0304,FGA0304 - PROJETO INTEGRADOR DE ENGENHARIA 2,03,ALEX REIS ,4T45 6T2345 ,40,FCTE - S1 / AUDITÓRIO,673
FGA0304,FGA0304 - PROJETO INTEGRADOR DE ENGENHARIA 2,04,RAFAEL CASTILHO FARIA MENDES ,4T45 6T2345 ,35,FCTE - S1 / AUDITÓRIO,673
FGA0304,FGA0304 - PROJETO INTEGRADOR DE ENGENHARIA 2,05,RHANDER VIANA ,4T45 6T2345 ,35,FCTE - S1 / AUDITÓRIO,673
FGA0307,FGA0307 - GESTÃO DA PRODUÇÃO E QUALIDADE,01,MARIO DE OLIVEIRA ANDRADE ,35T45 ,130,FCTE - S3,673
FGA0307,FGA0307 - GESTÃO DA PRODUÇÃO E QUALIDADE,02,REJANE MARIA DA COSTA FIGUEIREDO ,35T23 ,130,FCTE - I9,673
FGA0308,FGA0308 - ELETRÔNICA EMBARCADA,01,GUILLERMO ALVAREZ BESTARD ,246T45 ,35,FCTE - LAB SS,673
FGA0309,FGA0309 - SISTEMAS OPERACIONAIS EMBARCADOS,01,DIOGO CAETANO GARCIA ,246T23 Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50,35,FCTE - LAB SS,673
FGA0310,FGA0310 - PROJETO EXTENSIONISTA EM ENGENHARIA ELETRÔNICA 1,01,ROBERTO DE SOUZA BAPTISTA ,35M34 ,20,FCTE - LAB SS,673
FGA0312,FGA0312 - MÉTODOS DE DESENVOLVIMENTO DE SOFTWARE,01,RICARDO AJAX DIAS KOSLOSKI ,7M1234 ,60,FCTE - I9,673
FGA0312,FGA0312 - MÉTODOS DE DESENVOLVIMENTO DE SOFTWARE,02,CARLA SILVA ROCHA AGUIAR ,24M5 24T1 ,60,FCTE - S1 / MOCAP,673
FGA0312,FGA0312 - MÉTODOS DE DESENVOLVIMENTO DE SOFTWARE,03,RICARDO AJAX DIAS KOSLOSKI ,35T23 ,60,FCTE - S10,673
FGA0313,FGA0313 - REQUISITOS DE SOFTWARE,01,GEORGE MARSICANO CORREA ,35M12 ,45,FCTE - I7 / I3,673
FGA0313,FGA0313 - REQUISITOS DE SOFTWARE,02,GEORGE MARSICANO CORREA ,35M34 ,45,FCTE - I7 / I3,673
FGA0314,FGA0314 - TESTES DE SOFTWARE,01,ELAINE VENSON ,35M12 ,50,FCTE - I10,673
FGA0314,FGA0314 - TESTES DE SOFTWARE,02,ELAINE VENSON ,35M34 ,45,FCTE - I6,673
FGA0315,FGA0315 - QUALIDADE DE SOFTWARE 1,01,CRISTIANE SOARES RAMOS ,24M34 ,60,FCTE - S6,673
FGA0315,FGA0315 - QUALIDADE DE SOFTWARE 1,02,CRISTIANE SOARES RAMOS ,24T23 ,60,FCTE - S6,673
FGA0316,FGA0316 - ENGENHARIA DE PRODUTO DE SOFTWARE,01,RICARDO MATOS CHAIM ,46M5 46T1 ,60,FCTE - S2,673
FGA0316,FGA0316 - ENGENHARIA DE PRODUTO DE SOFTWARE,02,HILMER RODRIGUES NERI ,2M345 2T1 ,60,FCTE - MOCAP,673
FGA0317,FGA0317 - GERÊNCIA DE CONFIGURAÇÃO E EVOLUÇÃO DE SOFTWARE,01,CARLA SILVA ROCHA AGUIAR ,24T45 ,90,FCTE - S3 / S4,673
CET0001,CET0001 - PLANEJAMENTO E GESTÃO EM TURISMO 1,01,KERLEI ENIELE SONAGLIO ,6M1234 ,40,CET,314
CET0002,CET0002 - LEGISLAÇÃO TURÍSTICA,01,FAGNO TAVARES DE OLIVEIRA ,4M12 ,40,CET/ Sala de aula - Módulo C,314
CET0005,CET0005 - PLANEJAMENTO E GESTÃO EM TURISMO 2,01,LIVIA CRISTINA BARROS DA SILVA WIESINIESKI ,2M1234 ,40,CET/ Sala de aula 5 - Módulo B,314
CET0006,CET0006 - FUNDAMENTOS DE ESTATÍSTICA APLICADO AO TURISMO,01,FAGNO TAVARES DE OLIVEIRA ,5M34 ,40,CET/ Sala de aula - Módulo C,314
CET0007,CET0007 - PROJETO INTEGRADOR EM TURISMO 3,01,KERLEI ENIELE SONAGLIO ,4M12 ,40,CET,314
CET0012,CET0012 - ENOTURISMO,01,CAROLINA MENEZES PALHARES ,6M1234 ,30,CET/ Sala de aula 5 - Módulo B,314
CET0013,CET0013 - PESQUISA EM TURISMO,01,MARUTSCHKA MARTINI MOESCH ,3M1234 ,40,CET/ Sala de aula - Módulo E,314
CET0014,CET0014 - ESTRUTURAÇÃO E PROMOÇÃO DE DESTINOS,01,JULIA ZARPELON COELHO DE SOUZA ,4M1234 ,40,CET/ Sala de aula 2 - Módulo B,314
CET0015,CET0015 - SEMINÁRIOS EM TURISMO 3,01,LARISSA ALVES DE SOUSA ,4T6 4N1 ,30,CET/ Sala de aula - Módulo E,314
CET0017,CET0017 - PLANEJAMENTO E ORGANIZAÇÃO DE EVENTOS,01,LIVIA CRISTINA BARROS DA SILVA WIESINIESKI ,24T23 ,25,CET/ Sala de aula - Módulo C,314
CET0022,CET0022 - ELABORAÇAO DE PROJETOS EM TURISMO,01,JOAO PAULO FARIA TASSO ,6M1234 ,40,CET/Módulo B sala 2,314
CET0023,CET0023 - TÓPICOS ESPECIAIS EM GASTRONOMIA 2,01,TAINA BACELLAR ZANETI ,3T23 ,30,CET,314
CET0032,CET0032 - SEMINÁRIOS EM TURISMO 4,01,MARÍLIA RAIANE RODRIGUES SILVA ,3M34 ,30,CET,314
CET0035,CET0035 - SEMINÁRIOS EM TURISMO 5,01,KERLEI ENIELE SONAGLIO ,4M34 ,30,CET,314
CET0038,CET0038 - ESTUDO DO TURISMO 1,01,JULIA ZARPELON COELHO DE SOUZA ,5T2345 ,46,CET/ Sala de aula 2 - Módulo B,314
CET0039,CET0039 - SUSTENTABILIDADE ÉTICA E TURISMO,01,JOAO PAULO FARIA TASSO ,4M1234 ,40,CET/ Sala de aula - Módulo E,314
CET0040,CET0040 - ESTUDO DO TURISMO 2,01,AYLANA LAISSA MEDEIROS BORGES ,4M1234 ,40,CET/ Sala de aula 5 - Módulo B,314
CET0041,CET0041 - CONSTRUÇÃO DO CONHECIMENTO CIENTÍFICO,01,ANGELA TEBERGA DE PAULA ,3M1234 ,45,CET/ Sala de aula 2 - Módulo B,314
CET0042,CET0042 - PROJETO INTEGRADOR EM TURISMO 1,01,ANGELA TEBERGA DE PAULA ,5M1234 ,40,CET,314
CET0043,CET0043 - ESTUDO DO TURISMO 3,01,THIAGO SEBASTIANO DE MELO ,3M1234 ,40,CET/ Sala de aula 5 - Módulo B,314
CET0044,CET0044 - COMUNICAÇÃO NO TURISMO,01,ANA ROSA DOMINGUES DOS SANTOS ,4M1234 ,45,CET/ Sala de aula - Módulo E,314
CET0045,CET0045 - ESTRUTURAS DE SUPORTE AO TURISMO,01,LUIZ CARLOS SPILLER PENA ,2M1234 ,40,CET/ Sala de aula - Módulo E,314
CET0049,CET0049 - INOVAÇÃO EM SERVIÇOS TURÍSTICOS,01,FERNANDA CRISTINA MATOS PARENTE ,6M12 ,30,CET,314
CET0050,CET0050 - EQUIPAMENTOS E SERVIÇOS TURÍSTICOS - HOSPEDAGEM,01,AYLANA LAISSA MEDEIROS BORGES ,5M1234 ,40,CET/ Sala de aula 5 - Módulo B,314
CET0051,CET0051 - EQUIPAMENTOS E SERVIÇOS TURÍSTICOS - LAZER,01,THIAGO SEBASTIANO DE MELO ,4M45 ,40,CET/ Sala de aula - Módulo C,314
CET0052,CET0052 - EQUIPAMENTOS E SERVIÇOS TURISTICOS-AGENCIAMENTO OPERAÇÃO E TRANSPORTE,01,A DEFINIR DOCENTE,6M12 ,40,CET/ Sala de aula - Módulo E,314
CET0053,CET0053 - EQUIPAMENTOS E SERVIÇOS TURÍSTICOS - EVENTOS,01,ANA ROSA DOMINGUES DOS SANTOS ,6M1234 ,40,CET/ Sala de aula - Módulo E,314
CET0054,CET0054 - EQUIPAMENTOS E SERVIÇOS TURÍSTICOS - ALIMENTAÇÃO,01,TAINA BACELLAR ZANETI ,3M1234 ,40,CET/ Sala de aula 3 - Módulo B,314
CET0055,CET0055 - PROJETO INTEGRADOR EM TURISMO 2,02,THIAGO SEBASTIANO DE MELO ,4M23 ,30,CET/ Sala de aula 5 - Módulo B,314
CEM0005,CEM0005 - DECRESCIMENTO: CONSUMIR MENOS PARA QUE TODOS VIVAM MELHOR,01,JOÃO LUIZ HOMEM DE CARVALHO ,3N12 ,40,a defirir,650
CEM0007,CEM0007 - SAÚDE DIREITOS HUMANOS E ANTROPOLOGIA,01,HILTON PEREIRA DA SILVA ,4T2345 ,20,A definir,650
CEM0015,"CEM0015 - UNIVERSIDADE, SOCIEDADE E ESTADO",01,MURILO SILVA DE CAMARGO ,2N1234 ,50,a defirir,650
CEM0015,"CEM0015 - UNIVERSIDADE, SOCIEDADE E ESTADO",02,MURILO SILVA DE CAMARGO ,4N1234 ,50,a defirir,650
CEM0016,"CEM0016 - CORPO, CONHECIMENTO E SOCIEDADE",01,TATIANE DOS SANTOS DUARTE ,6M1234 ,30,a defirir,650
CEM0020,"CEM0020 - PENSAMENTO SOCIAL, YOGA E NÃO-VIOLÊNCIA",01,PRISCILA ALMEIDA ANDRADE ,4T45 ,20,FCTS/UnB - Campus Ceilândia - sala a definir,650
CEM0021,CEM0021 - DIVERSIDADE SEXUAL E DE GÊNERO E POLÍTICAS PÚBLICAS,01,LUCAS BRITO DE LIMA ,4N1234 ,40,a defirir,650
CEM0022,CEM0022 - ESTUDOS AMAZÔNICOS,01,ANA PAULA VIDAL BASTOS ,67T2345 ,8,a defirir,650
CEM0023,CEM0023 - APRENDIZAGEM E DESENVOLVIMENTO MOTOR HUMANO 2,01,CRISTIANO ANDRE HOPPE NAVARRO ,7M1234 ,59,a defirir,650
CEM0043,CEM0043 - CULTURA PODER E RELAÇÕES RACIAIS,01,ÍCARO JORGE DA SILVA SANTANA ,6M1234 ,30,a defirir,650
CEM0051,CEM0051 - PROMOÇÃO DA SAÚDE 3,01,ANDREA DE OLIVEIRA GONCALVES ,7M1234 ,999,a defirir,650
CEM0054,CEM0054 - INTRODUÇÃO A GESTÃO AMBIENTAL,01,FERNANDO PAIVA SCARDUA ,35M12 ,20,a defirir,650
CEM0056,CEM0056 - PROCESSOS SÓCIO-HISTÓRICO CUBANO E CONTEXTO ATUAL,01,MARIA AUXILIADORA CESAR ,3N12 ,50,a defirir,650
CEM0067,CEM0067 - MULTICULTURALISMO E BUDISMO NA CONTEMPORANEIDADE,01,PAULO RAMOS COELHO FILHO ,6N1234 ,30,a defirir,650
CEM0068,CEM0068 - INTRODUÇÃO À GERONTOLOGIA,01,PAULO HENRIQUE FERNANDES DOS SANTOS ,5M34 ,60,a defirir,650
CEM0088,CEM0088 - CIÊNCIA E TECNOLOGIA PARA O DESENVOLVIMENTO SUSTENTÁVEL 1,01,ARTHUR OSCAR GUIMARAES ,5T45 ,30,a defirir,650
CEM0088,CEM0088 - CIÊNCIA E TECNOLOGIA PARA O DESENVOLVIMENTO SUSTENTÁVEL 1,02,MARIA CARMEN AIRES GOMES ,3T45 ,30,a defirir,650
CEM0097,CEM0097 - DIREITOS HUMANOS E CIDADANIA,01,RENATA CAROLINA CORREA VIEIRA ,4N1234 ,40,a defirir,650
CEM0110,CEM0110 - AGRICULTURA ALTERNATIVA,01,MANOEL PEREIRA DE ANDRADE ,2M1234 ,40,a defirir,650
CEM0117,CEM0117 - PENSAMENTO LGBT BRASILEIRO,01,LUCAS BRITO DE LIMA ,6M1234 ,60,a defirir,650
CEM0117,CEM0117 - PENSAMENTO LGBT BRASILEIRO,02,LUCAS BRITO DE LIMA ,3N1234 ,60,a defirir,650
CEM0130,CEM0130 - DIREITOS E POLÍTICAS PÚBLICAS DAS JUVENTUDES,01,ASSIS DA COSTA OLIVEIRA ,2T2345 ,30,a defirir,650
CEM0133,CEM0133 - MULHERES INSPIRADORAS: PERSPECTIVAS CRÍTICAS PARA A EDUCAÇÃO EM DIREITOS HUMANOS,01,DANIELA DE MACEDO BRITTO RIBEIRO TRINDADE DE SOUSA ,6M1234 ,30,a defirir,650
CEM0136,CEM0136 - A ORIGEM DA VIDA,01,ANTONIO RAIMUNDO LIMA CRUZ TEIXEIRA ,6M1234 ,100,a defirir,650
CEM0137,CEM0137 - HÁBITOS DE INOVAÇÃO SUSTENTÁVEL,01,GUILLERMO JOSE ASPER Y VALDES ,3M12 ,25,a defirir,650
CEM0142,CEM0142 - PRÁTICA DESPORTIVA – FUTMANOBOL,02,CRISTIANO ANDRE HOPPE NAVARRO ,7T2345 ,60,A definir,650
CEM0142,CEM0142 - PRÁTICA DESPORTIVA – FUTMANOBOL,03,CRISTIANO ANDRE HOPPE NAVARRO ,2T56 2N12 ,60,A definir,650
CEM0146,CEM0146 - LÍNGUA DE ACOLHIMENTO,01,UMBERTO EUZEBIO ,6T2345 ,30,a defirir,650
CEM0150,CEM0150 - CIÊNCIA DA PAZ: PERSPECTIVAS E DESAFIOS,01,NAIR HELOISA BICALHO DE SOUSA ,3T2345 ,30,a defirir,650
FCE0005,FCE0005 - PATOLOGIA MOLECULAR CLÍNICA,01,IZABEL CRISTINA RODRIGUES DA SILVA ,6M5 6T123 ,20,UAC LAB. INF. 02 e UAC AT 11/63,672
FCE0006,FCE0006 - HEMATOLOGIA CLÍNICA,01,RODRIGO HADDAD ,3M34 3T45 Terça-feira 10:00 às 11:50Terça-feira 16:00 às 17:50,20,UAC 06 e UAC AT 11/63,672
FCE0006,FCE0006 - HEMATOLOGIA CLÍNICA,02,RODRIGO HADDAD ,3T2345 Terça-feira 14:00 às 17:50,20,UAC 06 e UAC AT 11/63,672
FCE0007,FCE0007 - A ENFERMAGEM NA ESTRATÉGIA SAÚDE DA FAMÍLIA,01,TANIA CRISTINA MORAIS SANTA BARBARA REHEM ,2T23 ,30,A Definir,672
FCE0008,FCE0008 - PROCESSOS COGNITIVOS: APLICAÇÕES EM FISIOTERAPIA,01,ANA CLARA BONINI ROCHA ,5M5 5T1 ,15,PCTec CAMPUS DARCY,672
FCE0016,FCE0016 - HOMEOPATIA,01,DANIELE BOBROWSKI RODRIGUES ,5T2345 ,30,A definir,672
FCE0022,FCE0022 - JOGOS VIRTUAIS NA PRÁTICA TERAPÊUTICA: BASES E EVIDÊNCIAS,01,ANE KELLY DOS SANTOS DA SILVA ,3M12 ,30,Sala Multiuso PG,672
FCE0025,FCE0025 - TÓPICOS ESPECIAIS EM FISIOTERAPIA AQUÁTICA,01,JOSEVAN CERQUEIRA LEAL ,3M12 ,15,HUB,672
FCE0026,FCE0026 - TEORIAS DO DESENVOLVIMENTO MOTOR: REPERCUSSÕES NA INTERVENÇÃO PRECOCE,01,CLARISSA CARDOSO DOS SANTOS COUTO PAZ ,2M5 2T1 ,30,Lab. Hab. Terapêuticas - UAC,672
FCE0028,FCE0028 - FUNDAMENTOS DE CANCEROLOGIA,01,LUIS ALEXANDRE MUEHLMANN ,2M5 2T1 ,125,FCE (A1 42/63 - UAC 16),672
FCE0034,FCE0034 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 1,01,ANA CLARA BONINI ROCHA ,23456M1234 ,40,SUS,672
FCE0034,FCE0034 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 1,02,ALINE MARTINS DE TOLEDO ,23456T2345 ,40,SUS,672
FCE0035,FCE0035 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 2,01,JULIANA DE FARIA FRACON E ROMAO ,23456M1234 ,40,SUS,672
FCE0035,FCE0035 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 2,02,LORENA ROBERTA DE SOUZA MENDES KAWAMURA ,23456T2345 ,40,SUS,672
FCE0036,FCE0036 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 3,01,VINICIUS ZACARIAS MALDANER DA SILVA ,23456M1234 ,50,SUS,672
FCE0036,FCE0036 - ESTÁGIO OBRIGATÓRIO EM FISIOTERAPIA 3,02,VINICIUS ZACARIAS MALDANER DA SILVA ,23456T2345 ,50,SUS,672
FCE0038,FCE0038 - INTRODUÇÃO A FONOAUDIOLOGIA,01,DEBORA MOURA PASSOS ,3T45 ,36,UAC 10- A1 – 42/33,672
FCE0040,FCE0040 - ESTUDOS LINGUISTICOS 1,01,AVELINY MANTOVAN LIMA ,4M34 ,36,UAC 12 - A1 42/43,672
FCE0042,FCE0042 - ESTUDOS LINGUISTICOS 2,01,AVELINY MANTOVAN LIMA ,2M1234 ,36,UAC 01 - AT 41/33,672
FCE0043,FCE0043 - FÍSICA ACÚSTICA,01,ARAKEN DOS SANTOS WERNECK RODRIGUES ,3M34 ,50,UAC 02 - AT 48/40,672
FCE0060,FCE0060 - FISIOTERAPIA NO TRATAMENTO DA DOR CRÔNICA VERTEBRAL,01,WAGNER RODRIGUES MARTINS ,3T23 ,20,Laboratório de Habilidades Terapêuticas,672
FCE0065,FCE0065 - TECNOLOGIAS ASSISTIVAS EM AUDIOLOGIA,01,VALERIA REIS DO CANTO PEREIRA ,5M1234 ,36,HUB - Sala de Aula 01 (Prédio da Administração),672
FCE0069,FCE0069 - FONOAUDIOLOGIA NA ATENÇÃO PRIMARIA À SAÚDE,01,JULIANA ONOFRE DE LIRA ,3T23 ,36,UAC 15 - A1 42/60,672
FCE0080,"FCE0080 - SURDEZ: CULTURA, LÍNGUA E SOCIEDADE",01,THAIS CRISTINA GALDINO DE OLIVEIRA ,4T2345 ,36,LAB INF–2 (UAC) - FCTS,672
FCE0089,FCE0089 - TERAPIA OCUPACIONAL NO CAMPO SOCIAL,01,MAGNO NUNES FARIAS ,3T2345 ,40,LAB INF. A1 - 10/62 E UEP,672
FCE0092,FCE0092 - FONOAUDIOLOGIA EDUCACIONAL,01,VANESSA DE OLIVEIRA MARTINS REIS ,3T23 ,36,UAC 10 A1 42/33,672
FCE0097,FCE0097 - PESQUISA APLICADA EM FISIOTERAPIA 1,01,A DEFINIR DOCENTE,2T6 2N123 ,1,Laboratório Fisioterapia,672
