departamento_id,disciplina,codigo,unidade_responsavel,pre_requisitos,ementa
640, PLANEJAMENTO E AVALIACAO SOCIOAMBIENTAL,CDS0001 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0010 ) ),"O objetivo do curso e identificar e analisar as praticas, normas e indicadores que orientam a implantacao de empreendimentos ou acoes que causam impactos socioambientais. Serao apresentados os instrumentos de planejamento e avaliacao de impactos, os seus conceitos, o historico e a evolucao das ferramentas, bem como, a legislacao e as normas que incidem sobre o processo de avaliacao socioambiental."
640, GOVERNANCA AMBIENTAL,CDS0006 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0007 E ECO0262 ) OU ( CDS0008 ) OU ( ECO0261 ) OU ( ECO0275 ) OU ( CDS0014 ) OU ( CDS0001 ) ),
640, INTRODUCAO AO DESENVOLVIMENTO SUSTENTAVEL,CDS0007 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,-,"A disciplina foi desenhada para apresentar os principais debates relacionados ao tema do Desenvolvimento Sustentavel (DS), de forma compreensivel e util para as diversas areas do conhecimento, bem como demonstrar a necessidade da interdisciplinaridade no trato das questoes ambientais. Sao considerados aspectos conceituais, tematicos, analiticos e institucionais, bem como algumas ferramentas e instrumentos fundamentais para a implementacao de acoes e praticas que tenham o DS como objetivo. De forma critica, o curso salienta os temas mais importantes da interacao sociedade-natureza e das suas relacoes com as principais problematicas atuais. O curso e realizado por meio de aulas expositivas ministradas pelos professores do Programa de Pos-graduacao em Desenvolvimento Sustentavel do CDS/UnB e utiliza-se de recursos audiovisuais e dinamicas de grupo para discussao das tematicas abordadas, bem como de visitas tecnicas de campo."
640," MEIO AMBIENTE, CULTURA E SOCIEDADE",CDS0008 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0007 ) ),": A disciplina busca ampliar o conhecimento da literatura classica e oferecer instrumentacao conceitual para que os alunos possam (re) interpretar criticamente fenomenos caracteristicos da modernidade sobre a perspectiva da sustentabilidade, assim como aprofundar a analise dos fundamentos que colocam em discussao a relacao entre sociedade, cultura e natureza."
640, TRABALHO INTERDISCIPLINAR INTEGRADO 1,CDS0010 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( ECO0261 E CDS0007 ) ),"Objetivos: Apresentar aos estudantes os principios do trabalho de extensao em geral e na area ambiental, em particular.  Ao planejar e executar acoes de extensao na area ambiental, os estudantes devem explicitar qual a relevancia para a comunidade, a relacao custo beneficio, a viabilidade e as implicacoes. As diferentes modalidades de extensao serao abordadas. Os alunos deverao ser capacitados a explicitar problemas e formular solucoes de forma independente. Conceitualmente, o trabalho devera possibilitar a integracao horizontal e vertical das areas de conhecimento, concomitantemente ao avanco do estudante ao longo do Curso. Nessa abordagem inicial, os alunos deverao elaborar projeto de extensao que inclui um documento com detalhamento do planejamento e da realizacao ordenada de todas as atividades. A atividade de extensao escolhida sera ""mini-curso"". A atividade devera ser conduzida pelos alunos no final do semestre com temas na area ambiental para audiencias diversificadas a serem definidas ao longo do periodo de atividade."
640, SISTEMAS SOCIOAMBIENTAIS E COMPLEXIDADE,CDS0011 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0008 ) ),"A disciplina procura analisar e discutir, a partir de uma perspectiva das ciencias naturais, os conceitos e metodologias para melhor compreender as complexas interacoes entre os varios componentes dos sistemas socioambientais (biofisico, socioeconomico, politico e cultural). Esta discussao se apoiara na analise das relacoes entre as propriedades emergentes dos sistemas e os conceitos da complexidade. Espera-se tambem qualificar os alunos e as alunas para analisar situacoes socioambientais complexas e contribuir para a definicao de estrategias de gestao participativa dos sistemas socioambientais, da escala local ate a escala global, voltada para construcao de solucoes integradas que promovam a melhoria das condicoes de vida das populacoes e a sustentabilidade dos ecossistemas."
640, TEORIAS DO DESENVOLVIMENTO,CDS0014 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0008 ) ),"Os padroes historicos de industrializacao e desenvolvimento capitalista e a emergencia das Teorias do Desenvolvimento Economico.O crescimento economico na perspectiva dos economistas classicos, a construcao do mainstream da teoria do Desenvolvimento Economico, e abordagens criticas heterodoxas.O Paradigma Estruturalista da CEPAL e sua critica, teorias da dependencia e do desenvolvimento capitalista tardio.Temas em Teoria do Desenvolvimento Economico no atual contexto do processo de globalizacao: Meio-ambiente e Desenvolvimento Sustentavel, Desenvolvimento Local e Desenvolvimento Territorial, Democracia e Liberdade, Neoliberalismo e Neodesenvolvimentismo."
640, EDUCACAO E MEIO AMBIENTE,CDS0016 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0007 ) ),"O curso provoca uma reflexao sobre os desafios socioambientais dos tempos atuais, abordando os fundamentos do pensamento ambiental, em uma perspectiva historica, as ideias de crise, mudanca de paradigma e sustentabilidade em articulacao com conceitos de educacao e meio ambiente. Sao utilizados os eixos filosoficos e conceituais para a insercao da dimensao educativa nos processos socioambientais. O objetivo e compreender as principais questoes ambientais inseridas e contextualizadas em suas dimensoes: economica, politica, social e cultural. Os objetivos especificos sao:	Refletir sobre os saberes e valores que orientam projetos e praticas de educacao ambiental	Identificar o estado da arte no campo da educacao ambiental: formacao e tendencias atuais 	Discutir e experimentar metodologias de educacao ambiental 	                Mudanca de paradigma: complexidade, transdisciplinaridade e educacao	A formacao dos educadores ambientais, redes de educacao ambiental e experiencias de EA no Brasil."
640, PRATICAS EM DESENVOLVIMENTO SUSTENTAVEL,CDS0020 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,( ( CDS0008 ) OU ( CDS0007 E ECL0033 ) ),"Desenvolvimento de um projeto de pesquisa, envolvendo trabalho teorico ou experimental, sob orientacao de docentes do curso de ciencias ambientais, a ser desenvolvido nas dependencias do(s) laboratorio(s) do IB, IQ, IG, FACE, CDS ou em Instituicoes credenciadas pela UnB. Nesse estagio o aluno desenvolvera as  habilidades necessarias a formacao de um pesquisador atuante nas Ciencias Ambientais, com foco em sustentabilidade. A realizacao das atividades e conducao da disciplina ficara a cargo do CDS, com a possibilidade de colaboracao de outras Unidades consorciadas do curso de graduacao em Ciencias Ambientais."
640, TOPICOS ESPECIAIS EM DESENVOLVIMENTO SUSTENTAVEL 2,CDS0042 ,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL ,-,"A disciplina pretende apresentar o que temos de mais contemporaneo nos debates nacionais e internacionais em relacao ao conceito de desenvolvimento sustentavel. Abordara temas contemporaneos dentro deste campo, como: justica ambiental, racismo, desigualdade, comunicacao para o clima, juventude e movimentos sociais, sustentabilidade urbana, transporte e mobilidade ativa, clima e energia. Por meio de metodologias teoricas e/ou empiricas pretende-se desenvolver capacidades reflexivas a seus interessados/as, que os/as ajudem a tomarem decisao no caminho de um desenvolvimento de cunho ambiental, cultural, social e economicamente sustentavel."
314, PLANEJAMENTO E GESTAO EM TURISMO 1,CET0001 ,CENTRO DE EXCELENCIA EM TURISMO ,-,Historico do planejamento na sociedade. Os diferentes modelos de planejamento. Retrospectiva dos planos e programas de planejamento do turismo no Brasil.Metodologia de planejamento - fases de um processo de planificacao. Metodologia para a formulacao de problemas. Planejamento Estrategico Situacional. Politicas e estrategias de desenvolvimento regional para o Turismo-planificacao estrategica e participativa. Limites e possibilidades do planejamento turistico para um  desenvolvimento sustentavel.
314, LEGISLACAO TURISTICA,CET0002 ,CENTRO DE EXCELENCIA EM TURISMO ,-,Marcos e instrumentos legais que orientam e normatizam o Turismo e as relacoes de consumo: legislacao turistica e principais legislacoes correlatas.
314, PLANEJAMENTO E GESTAO EM TURISMO 2,CET0005 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0001 ) ),"Indicadores turisticos, planejamento e tomada de decisao. Avaliacao de impactos no turismo. Ciclo de vida das destinacoes turisticas e o processo de planejamento. Elaboracao de planos de desenvolvimento turistico, publicos e privados: avaliacao e hierarquizacao dos atrativos diagnostico prognostico proposicoes e avaliacao. Integracao e disponibilizacao de informacoes."
314, FUNDAMENTOS DE ESTATISTICA APLICADO AO TURISMO,CET0006 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Fundamentos, teorias e recursos da Estatistica como ferramenta sistematizadora e analitica no estudo do Turismo. Diferencas e ambitos da Estatistica como metodo cientifico."
314, PROJETO INTEGRADOR EM TURISMO 3,CET0007 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0013 ) ),Contextualizacao e articulacao dos conteudos ministrados no curso de graduacao em turismo. Construcao e realizacao de projetos e atividades interdisciplinares. O carater multidisciplinar do turismo. Producao e apresentacao de projetos e trabalhos cientificos na area do Turismo e Hospitalidade. Estudo de caso: O Turismo em Pirenopolis.
314, SEMINARIOS EM TURISMO 2,CET0010 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"I - EMENTA: Turismo e suas multiplas interfaces com outras areas de conhecimento e setores politicos, sociais, economicos, ambientais e culturais."
314, ENOTURISMO,CET0012 ,CENTRO DE EXCELENCIA EM TURISMO ,-,Conceito e caracteristicas de Enoturismo Uma sintese da historia do vinho O mundo do    vinho na atualidade O Enoturismo como produto turistico no mundo e no Brasil Estudo das motivacoes dos consumidores do Enoturismo. Breve passeio pelo sabores do vinho.
314, PESQUISA EM TURISMO,CET0013 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0041 ) ),"A construcao do objeto de pesquisa no Turismo. Principais questoes relativas a metodologia de pesquisa. Diferentes metodos de pesquisa, de acordo com as especificidades do objeto de estudo. A producao cientifica e a construcao do conhecimento em turismo. Identificacao e aplicacao de elementos de natureza epistemologica e tecnica tomados como referenciais para reflexoes, decisoes e acoes nos diferentes campos de atuacao profissional."
314, ESTRUTURACAO E PROMOCAO DE DESTINOS,CET0014 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0001 E CET0044 ) ),"Caracterizacao de destinos e produtos. A imagem de destinos em funcao dos estudos de demanda e da especializacao de mercado. Aspectos de promocao, publicidade, comercializacao e comunicacao no contexto do turismo: papeis e responsabilidades - da estruturacao a comercializacao. Plano de Marketing e ciclo de vida de destino turisticos.OBJETIVOS Geral: Aportar elementos teoricos e praticos que possibilitem a compreensao dos processos de estruturacao e promocao de destinos sob uma visao sistemica dos elementos constitutivos do turismo.Especificos:- Conhecer as bases de um planejamento estrategico de marketing e suas etapas- Contextualizar o Marketing Turistico no planejamento de destinos- Conhecer e analisar os principios, estrategias e principais modelos de estruturacao e    promocao de destinos e as funcoes e responsabilidades do setor publico e privado- Compreender o processo de promocao e comercializacao para o posicionamento    mercadologico de destinos em relacao aos intentos de desenvolvimento do turismo- Contextualizar e refletir sobre as principais tendencias do mercado turistico.RESULTADOS:Como resultado da apreensao dos conteudos propostos o aluno devera demonstrar capacidade de:- Compreender destinos e produtos no contexto da oferta turistica - Identificar os fatores motivadores de deslocamento de influencia determinante na    escolha do destino - Analisar criticamente o setor de turismo e compreende-lo no contexto do   planejamento, da gestao e da promocao do turismo do ponto de vista do setor   publico e do setor privado- Conhecer as ferramentas de promocao turistica para atingir as metas do Plano de    Marketing do destino."
314, ELABORACAO DE PROJETOS EM TURISMO,CET0022 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0005 ) ),"Tecnicas e praticas de elaboracao de projetos turisticos com diagnostico, analises, avaliacoes e estudos financeiros, administrativos e juridicos, orcamentos e cronogramas. Criterios de avaliacao, estudo de demanda e oferta. Modelo geral de projetos. Estudo de receita e custos, leis de incentivo e fontes de financiamento nacionais e internacionais: disponibilidade, caracteristicas e formas de insercao dos projetos. Apresentacao de projetos. Estudos de casos e trabalhos praticos."
314, TECNICAS E PRATICAS DE OPERACAO E AGENCIAMENTO TURISTICO,CET0028 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0050 E CET0054 E CET0053 ) ),
314, SEMINARIOS EM TURISMO 4,CET0032 ,CENTRO DE EXCELENCIA EM TURISMO ,-,
314, TOPICOS ESPECIAIS EM GASTRONOMIA 3,CET0033 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"gastronomia e suas multiplas interfaces com outras areas de conhecimento e setores politicos, sociais, economicos, ambientais e culturais."
314, ESTUDO DO TURISMO 1,CET0038 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Aspectos historicos e conceituais do turismo. A inter-relacao turismo e outros campos do saber. Tipologias do turismo e dos turistas, modalidades e formas de turismo. Caracterizacao de oferta e demanda: segmentacao e tendencias. O perfil do profissional de turismo: competencias e responsabilidades."
314, SUSTENTABILIDADE ETICA E TURISMO,CET0039 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Conceitos e principios de desenvolvimento sustentavel e de sustentabilidade. Os ambientes como recurso turistico e o turismo sustentavel. O carater dinamico do turismo: fatores determinantes (tecnologicos, mercadologicos, eticos) e implicacoes com a sustentabilidade. Agenda 21 Global, Brasileira, Local e Agenda 21 para o Turismo. Fundamentos e principios, conceitos, objetivos e objeto da Etica. Fontes de regras eticas e comportamento etico. A construcao do ethos profissional: valores e implicacoes no exercicio profissional, a condicao social do profissional e a vida etica. O codigo de etica profissional e atuacao do bacharel em turismo."
314, ESTUDO DO TURISMO 2,CET0040 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0038 ) ),"O mercado turistico: segmentacao de oferta e demanda e produto turistico, a cadeia de producao,distribuicao e comercializacao. Os diversos prestadores de servicos, equipamentos e atividades:funcoes, operacoes, estrutura, relacionamentos."
314, CONSTRUCAO DO CONHECIMENTO CIENTIFICO,CET0041 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"O carater multidisciplinar do Turismo. Conhecimento cientifico: construcao do conhecimento e processo de investigacao em Turismo. Metodo, metodologia. Producao e apresentacao de projetos e trabalhos cientificos na area do Turismo."
314, PROJETO INTEGRADOR EM TURISMO 1,CET0042 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Contextualizacao e articulacao dos conteudos ministrados em cada semestre. Construcao e realizacao de projetos e atividades interdisciplinares.A disciplina Projeto Integrador em Turismo I relaciona-se especialmente com as seguintes disciplinas: Estudo do Turismo I, Estudo do Turismo II, Geografia e Turismo, Historia: natureza e cultura, Sustentabilidade e Turismo, Construcao do Conhecimento Cientifico, Introducao a Economia, Introducao a Administracao e Ecologia e Turismo."
314, ESTUDO DO TURISMO 3,CET0043 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0040 ) ),Principais fundamentos e teorias de diferentes areas do conhecimento e suas implicacoes e aplicacoes no Turismo. Processos sociais e Turismo. As relacoes trabalho e lazer na contemporaneidade. Turismo como fenomeno coletivo e seus impactos.
314, COMUNICACAO NO TURISMO,CET0044 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Principais fundamentos e teorias da comunicacao  e suas interfaces com o Turismo. O Turismo como espaco de comunicacao interpessoal, itercultural e organizacional, e como processo de publicizacao do local. Abordagem da comunicacao como ciencia, num enfoque psico-sociologico, capaz de explicar as reacoes pretendidas pelo comunicador em suas diversas funcoes."
314, ESTRUTURAS DE SUPORTE AO TURISMO,CET0045 ,CENTRO DE EXCELENCIA EM TURISMO ,-,Infraestrutura basica e turistica: caracterizacao e inter-relacoes. Competencias do poder publico e da iniciativa privada em relacao aos incentivos para o desenvolvimento do turismo e principais programas e linhas de incentivo.
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0050 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Evolucao historico-conceitual de hospitalidade e de hospedagem em relacao ao desenvolvimento do turismo. Meios de hospedagem: tipologia, classificacao, caracteristicas, organizacao e interfaces com os demais fornecedores de servicos turisticos e clientes."
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0051 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Teorias do lazer, recreacao e tempo livre e as implicacoes no Turismo.  Aspectos bio-socio-culturais das atividades ludicas no processo de desenvolvimento humano. Atuacao e organizacao dos servicos e equipamentos turisticos de lazer: definicoes, classificacoes e funcoes."
314, EQUIPAMENTOS E SERVICOS TURISTICOS,CET0052 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Contextualizacao e organizacao dos servicos de agenciamento, operacao e transporte turistico: definicoes, classificacoes, funcoes e atuacao de agencias, operadoras e transportadoras. Sistemas de operacao e transporte turistico. Infraestrutura e transporte: multimodalidade. Relacoes entre agencias, operadoras, transportadoras, fornecedores de servicos turisticos, orgaos governamentais e clientes"
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0053 ,CENTRO DE EXCELENCIA EM TURISMO ,-,Introducao ao Turismo de Eventos. Conceituacao e aplicacao de turismo de eventos. Classificacao e tipologia dos eventos. Cenario atual e tendencias em eventos. Planejamento de Eventos e Mega Eventos. Operacionalizacao de um evento: estudo das fases dos eventos. Administracao financeira de eventos. Sazonalidade. Eventos como estrategia de marketing. Captacao de eventos. Conceituacao e elaboracao de cerimonial e protocolo de eventos. Etiqueta em eventos
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0054 ,CENTRO DE EXCELENCIA EM TURISMO ,-,"Historico da gastronomia e contextualizacao dos patrimonios culinarios, dos servicos de alimentacao no desenvolvimento do turismo. A gastronomia como componente da identidade de destinos. Servicos de alimentacao: definicoes, tipologia, classificacao, caracteristica e organizacao. Relacoes com os demais fornecedores de servicos turisticos e clientes"
314, PROJETO INTEGRADOR EM TURISMO 2,CET0055 ,CENTRO DE EXCELENCIA EM TURISMO ,( ( CET0042 ) ),"Contextualizacao e articulacao dos conteudos ministrados dos semestres. Construcao e realizacao de projetos e atividades interdisciplinares. Refletir sobre a relacao hospitalidade, cidade e turismo a partir da area objeto de estudo (Brasilia/DF), sob uma perspectiva interdisciplinar"
650, SAUDE DIREITOS HUMANOS E ANTROPOLOGIA,CEM0007 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,
650," UNIVERSIDADE, SOCIEDADE E ESTADO",CEM0015 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"Estado e organizacao da educacao superior no Brasil. Politicas publicas de educacao r. Universidade e desenvolvimento nacional. A universidade brasileira: caracteristicas, modelos, a Universidade de Brasilia, formacao, extensao, praticas educativas, producao de conhecimento, problemas, comunidade universitaria, atencao a vida estudantil, acoes afirmativas, compromisso social e relacoes com a sociedade, perspectivas, educacao superior e universidades no mundo. 

OBJETIVOS: Promover o conhecimento do sistema de educacao superior brasileiro, em especial das universidades publicas; debater a situacao atual, os principais problemas, modelos e as perspectivas da universidade brasileira, sua relacao com a sociedade e seu papel para o desenvolvimento nacional."
650," CORPO, CONHECIMENTO E SOCIEDADE",CEM0016 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,
650, LAYA YOGA ,CEM0018 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"Esta disciplina e pratica, e se realiza em sessoes guiadas de meditacao terapeutica de Laya Yoga. A meditacao realiza-se por meio de Pranayamas, que sao exercicios respiratorios realizados em Samanasana (pernas cruzadas em frente ao corpo), e de relaxamento profundo realizado em Savasana (decubito dorsal)."
650, ESTUDOS AMAZONICOS,CEM0022 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,( CEM0047 ),"Conceitos importantes para conhecimento da realidade da Amazonia; leitura e discussao de textos; elaboracao do projeto da Vivencia Amazonica; metodos e ferramentas de pesquisa; analise e reflexao critica sobre Vivencias como processo de troca e aprendizagem; o carater inter, multi e transdisciplinar da Vivencia Amazonica; viagem de estudos a Amazonia (Vivencia Amazonica); elaboracao de relatorios."
650, APRENDIZAGEM E DESENVOLVIMENTO MOTOR HUMANO 2,CEM0023 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,
650, CULTURA PODER E RELACOES RACIAIS,CEM0043 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,Estudos acerca das dimensoes ideologicas do racismo no ambito da cultura e dos espacos de poder. Abordagem critica que busca a compreensao do racismo enquanto fenomeno estrutural que tambem da forma e conteudo a sociedade brasileira.
650, PROMOCAO DA SAUDE 3,CEM0051 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"A disciplina apresenta um conjunto de bases teoricas direcionadas ao conceito de Promocao da Saude no transcorrer da historia, como forma de aproximacao entre o conhecimento e a realidade, producao de conhecimento, discussao de aspectos historicos, politicos e pratica para os profissionais da saude, educacao e ciencias sociais. Aborda tambem conteudos associados as experiencias internacionais e nacionais relacionadas a promocao da saude, oportunizando um momento de pratica no processo de ensino aprendizagem quando o discente tera que elaborar reflexoes criticas sobre o tema. Na fase de atividades em grupo, a disciplina contempla oficinas direcionadas aos Estudos de Caso e ao planejamento de acoes de
Promocao da Saude, nas quais os discentes sao convidados a analisar e refletir casos de sucesso e fracasso, bem como construirem juntos uma base comum de conhecimento."
650, INTRODUCAO A GESTAO AMBIENTAL,CEM0054 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"EMENTA: Discutir as nocoes basicas para compreensao da complexidade das questoes ambientais e promover o debate sobre os principais temas ambientais nos niveis local, regional, nacional e global. Dar enfase as questoes ambientais no DF. Para a promocao do desenvolvimento sustentavel a questao ambiental deve permear todos os setores da atividade economica e a formulacao de politicas publicas.JUSTIFICATIVA: Trata-se de disciplina multi e interdisciplinar, podendo inserir-se nos curriculos onde sejam previstos espacos opcionais para este tipo de abordagem e de estudos. A disciplina oferece tambem subsidios teoricos para apoiar projetos de pesquisa e monografias na area de gestao ambiental. Existe uma demanda reprimida na graduacao por disciplinas que discutam a complexidade das questoes ambientais. Alunos das areas de engenharia florestal, agronomia, geografia e biologia, entre outras, tem manifestado interesse em participar desse espaco de debates, principalmente tendo em vista a discussao dos problemas socio-ambientais do DF. A disciplina tem um carater introdutorio, para discutir conceitos basicos como desenvolvimento e sustentabilidade, e contara com a participacao de pesquisadores ligados a projetos ambientais no DF e no Cerrado."
650, PROCESSOS SOCIO,CEM0056 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"As condicoes socio-historicas do processo revolucionario cubano. A etapa anterior a decada de1960. Aspectos estruturais de transformacao pos 1959 nos campos historicos e socio-culturais, da economia e da politica.  O periodo especial . Conformacao do Estado cubano na atualidade frente aos novos desafios."
650, DIREITOS DA CRIANCA E DO ADOLESCENTE,CEM0058 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"## => A CONSTRUCAO SOCIAL DA INFANCIA  E OS DIREITOS HUMANOS FUNDA-MENTAIS NA CF/88 E OS PARADIGMAS. OS DIREITOS DAS CRIANCAS  FACE    AOCODIGO CIVIL EM VIGOR E O ECA(Lei no 8.069/90.) ALIMENTOS, ADOACAO, PATERNIDADE,GUARDA,TUTELA E BUSCA E APREENSAO.A PRODUCAO INTEGRAL DA CIRANCA E DO ADOLESCENTE. CONVIVENCIA FAMILIAR E COMUNITARIA."
650," DISCURSO, GENERO, SOCIAL E LETRAMENTO",CEM0077 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,## => LINGUAGEM E GENERO SOCIAL: DIFERENTES ABORDAGENS. IDENTIDADEGENERO SOCIAL E LETRAMENTO. ANALISE DE DISCURSO CRITICA E O GENEROSOCIAL.CONSIDERANDO LINGUISTICA CRITICA E CIDADANIA.MUDANCA DISCUR-SIVA NAS RELACOES DE GENERO. O PAPEL DA ESCOLA.
650, DIREITOS HUMANOS E CIDADANIA,CEM0097 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"Analise das condicoes teoricas e das condicoes sociais do conhecimento e dos paradigmasfilosofico-juridicos dos direitos humanos. Percepcao dos direitos humanos e da cidadania naconstrucao das lutas sociais e na constituicao de novos sujeitos de direito. Os movimentos sociaise a emergencia de sujeitos coletivos de direito. a cidadania como possibilidade de colocar nosocial estes novos sujeitos, capazes de criar direitos, como direitos humanos mutuamentereconhecidos e aptos a determinar a sua participacao autonoma no espaco da decisao politica.Criterios para a elaboracao de um programa de direitos humanos na construcao e reconstrucaodas democracias latino-americanas. Experiencias de organizacao, praticas politicas e estrategiassociais de criacao de direitos. Educacao para os direitos humanos e a cidadania."
650, AGRICULTURA ALTERNATIVA,CEM0110 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"LEVAR AOS ALUNOS DE GRADUACAO O CONHECIMENTO DE METODOS ALTERNATIVOS PARA A PRODUCAO NO CAMPO. SERAO DADAS AS BASES CIENTIFICAS  ASSIM  COMO PRATICAS ALTERNATIVAS QUE LEVEM O ALUNO A TER CONDICOES PARA ORIENTAR O PRODUTOR RURAL A FAZER UMA AGRICULTURA PREOCUPADA COM O SOCIAL, ECONOMICAMENTE VIAVEL E ECOLOGICAMENTE SUSTENTAVEL."
650, PENSAMENTO LGBT BRASILEIRO,CEM0117 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,
650," ESTUDOS DISCURSIVOS CRITICOS, CORPOS E INTERSECCIONALIDADES",CEM0129 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"Estudos Discursivos criticos: conceitos nucleares. Analise do Discurso Textualmente Orientada (modelo discursivo dialetico-relacional e transformacional): principios, fundamentos e categorias. Teoria Interseccional. ADTO Interseccional."
650, A ORIGEM DA VIDA,CEM0136 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"“A origem da Vida” visa ao ensino-aprendizagem de conhecimento cientifico atualizado sobre os fundamentos da teoria da evolucao natural dos seres vivos. Explicara as biotecnologias naturais que produziram os virus e depois os microbios procariotos e, ha 2 bilhoes de anos, deram origem aos seres eucariotas unicelulares protistas que, em seguida, evoluiram para seres multicelulares que deram origem as diversas especies animais e vegetais. Os humanos sao colocados no ultimo degrau da evolucao, visto que surgiram por ultimo a partir dos primatas hominoides. Desde entao a posicao bipede permitiu o aproveitamento das maos para multiplas atividades, propiciando o desenvolvimento do cerebro. O leao com 80 quilos tem cerebro com aproximadamente 300 gramas, enquanto o cerebro do Homo sapiens com 60 quilos de peso corporal tem em media 1.300 gramas. Isto se chama evolucao."
650, PRATICA DESPORTIVA – FUTMANOBOL,CEM0142 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,-,"Pratica desportiva, na modalidade esportiva tipica da Universidade de Brasilia: o Futmanobol. Jogo com os pes e jogo com as maos (sem poder segurar ou carregar a bola). Caracteristica multidisciplinar ao mesclar fundamentos de outros jogos esportivos coletivos (futsal, futebol, volei, basquete, handebol, punhobol, futevolei). Fundamentos: dribles, passes, finalizacoes, defesas e desarmes com membros inferiores e superiores. Lei do Futmanobol, em suas treze regras. Os sete pilares: jogo completo, criatividade, colaboracao, continuidade, espirito esportivo, diversao e paixao. Historia dos esportes coletivos e do Futmanobol pela otica da criacao e evolucao das regras. Estimulo e desenvolvimento da criatividade corporal-cinestesica e da polimatia esportiva. Desenvolvimento de valencias fisicas: resistencia, forca, velocidade, flexibilidade, agilidade, coordenacao, equilibrio e ritmo. Pelo jogo de equipe, desafio a lideranca e colaboracao atraves da organizacao e estrategia coletivas. Aspectos tecnicos, taticos, fisicos, psicologicos e socioculturais do esporte coletivo e do Futmanobol."
